# Coil O-Beam err ps_pos
-0.1000000 2.8789764 0.1766457 0.1647950
-0.0858680 1.3383430 0.1167989 0.1647950
-0.0717360 0.2327092 0.0689426 0.1647950
-0.0646700 0.0165056 0.0606040 0.1647950
-0.0505380 0.3817993 0.1147999 0.1647950
-0.0364060 1.6199995 0.1654586 0.1647950
-0.0222740 3.1642568 0.2089805 0.1647950
-0.0081420 4.3076083 0.2293980 0.1647950
0.0059900 4.5266263 0.2283191 0.1647950
0.0201220 3.7210440 0.1948409 0.1647950
0.0342540 2.2596581 0.1461438 0.1647950
0.0483860 0.8114927 0.0916246 0.1647950
0.0625180 0.0395198 0.0643102 0.1647950
0.0766500 0.2971494 0.0971825 0.1647950
0.0907820 1.4664384 0.1588928 0.1647950
0.1049140 3.0120850 0.2069025 0.1647950
