# Coil O-Beam err ps_pos
-0.1000000 3.4565066 0.2615392 0.7031250
-0.0858680 1.4581249 0.1587713 0.7031250
-0.0717360 0.2221591 0.0916667 0.7031250
-0.0646700 0.0893954 0.1017213 0.7031250
-0.0505380 0.8707422 0.1905766 0.7031250
-0.0364060 2.6834094 0.2858953 0.7031250
-0.0222740 4.6975558 0.3453058 0.7031250
-0.0081420 5.9911028 0.3625718 0.7031250
0.0059900 5.9718629 0.3482097 0.7031250
0.0201220 4.6486442 0.2988404 0.7031250
0.0342540 2.6272179 0.2103238 0.7031250
0.0483860 0.8329953 0.1280191 0.7031250
0.0625180 0.0873737 0.0931695 0.7031250
0.0766500 0.7316996 0.1600781 0.7031250
0.0907820 2.4709998 0.2700309 0.7031250
0.1049140 4.5090206 0.3339577 0.7031250
