# Coil O-Beam err ps_pos
-0.1000000 4.4138613 0.3767552 1.0546870
-0.0858680 0.8100656 0.2743680 1.0546870
-0.0717360 0.1659318 0.2682246 1.0546870
-0.0646700 1.1080193 0.2934469 1.0546870
-0.0505380 4.9763097 0.3818813 1.0546870
-0.0364060 9.8906371 0.4615794 1.0546870
-0.0222740 13.5937691 0.5364492 1.0546870
-0.0081420 14.3847959 0.5469613 1.0546870
0.0059900 11.9003857 0.4963758 1.0546870
0.0201220 7.2816693 0.4403282 1.0546870
0.0342540 2.6500999 0.3411582 1.0546870
0.0483860 0.1330341 0.2687419 1.0546870
0.0625180 0.8866019 0.2823512 1.0546870
0.0766500 4.5646773 0.3696846 1.0546870
0.0907820 9.4778591 0.4678556 1.0546870
0.1049140 13.3694414 0.5436502 1.0546870
