# Coil O-Beam err ps_pos
-0.1000000 0.5792005 0.2339278 -0.1977540
-0.0858680 0.1062993 0.1707825 -0.1977540
-0.0717360 0.0217741 0.1424001 -0.1977540
-0.0646700 0.1453977 0.1658312 -0.1977540
-0.0505380 0.6530067 0.2204793 -0.1977540
-0.0364060 1.2978800 0.2920236 -0.1977540
-0.0222740 1.7838164 0.3295620 -0.1977540
-0.0081420 1.8876174 0.3370625 -0.1977540
0.0059900 1.5616054 0.3214550 -0.1977540
0.0201220 0.9555232 0.2692582 -0.1977540
0.0342540 0.3477543 0.2153808 -0.1977540
0.0483860 0.0174571 0.1615893 -0.1977540
0.0625180 0.1163426 0.1724013 -0.1977540
0.0766500 0.5989911 0.2173067 -0.1977540
0.0907820 1.2437140 0.2833333 -0.1977540
0.1049140 1.7543794 0.3435921 -0.1977540
