# Coil O-Beam err ps_pos
-0.1000000 4.5287081 0.3566822 0.9667970
-0.0858680 0.8311432 0.2848001 0.9667970
-0.0717360 0.1702493 0.2629956 0.9667970
-0.0646700 1.1368494 0.3027650 0.9667970
-0.0505380 5.1057912 0.3961621 0.9667970
-0.0364060 10.1479872 0.4827583 0.9667970
-0.0222740 13.9474731 0.5275731 0.9667970
-0.0081420 14.7590821 0.5522681 0.9667970
0.0059900 12.2100286 0.5099020 0.9667970
0.0201220 7.4711352 0.4339739 0.9667970
0.0342540 2.7190543 0.3354102 0.9667970
0.0483860 0.1364955 0.2753785 0.9667970
0.0625180 0.9096709 0.2962731 0.9667970
0.0766500 4.6834482 0.3666667 0.9667970
0.0907820 9.7244689 0.4804512 0.9667970
0.1049140 13.7173085 0.5390321 0.9667970
