# Coil O-Beam err ps_pos
-0.1000000 0.0012487 0.4567397 0.8789060
-0.0929340 0.0007583 0.3840573 0.8789060
-0.0858680 0.0005196 0.3403430 0.8789060
-0.0788020 0.0003989 0.3140241 0.8789060
-0.0717360 0.0001580 0.2619372 0.8789060
-0.0646700 0.0001423 0.2571208 0.8789060
-0.0576040 0.0002504 0.2818589 0.8789060
-0.0505380 0.0003370 0.3027650 0.8789060
-0.0434720 0.0006129 0.3562926 0.8789060
-0.0364060 0.0008464 0.3975620 0.8789060
-0.0293400 0.0011905 0.4496913 0.8789060
-0.0222740 0.0013283 0.4714045 0.8789060
-0.0152080 0.0016235 0.5096295 0.8789060
-0.0081420 0.0017679 0.5278363 0.8789060
-0.0010760 0.0017996 0.5320297 0.8789060
0.0059900 0.0017674 0.5278363 0.8789060
0.0130560 0.0015890 0.5057997 0.8789060
0.0201220 0.0013127 0.4696334 0.8789060
0.0271880 0.0011771 0.4481443 0.8789060
0.0342540 0.0009505 0.4126473 0.8789060
0.0413200 0.0006452 0.3617089 0.8789060
0.0483860 0.0003457 0.3045944 0.8789060
0.0554520 0.0002259 0.2768875 0.8789060
0.0625180 0.0001326 0.2549510 0.8789060
0.0695840 0.0000793 0.2438123 0.8789060
0.0766500 0.0001768 0.2697736 0.8789060
0.0837160 0.0004681 0.3312434 0.8789060
0.0907820 0.0007741 0.3862210 0.8789060
0.0978480 0.0011110 0.4387482 0.8789060
0.1049140 0.0013730 0.4763869 0.8789060
0.1119800 0.0017127 0.5193479 0.8789060
