# Coil O-Beam err ps_pos
-0.1000000 0.0012630 0.4585605 -0.8239750
-0.0929340 0.0008566 0.3986087 -0.8239750
-0.0858680 0.0005939 0.3527668 -0.8239750
-0.0788020 0.0003198 0.2990726 -0.8239750
-0.0717360 0.0001508 0.2603417 -0.8239750
-0.0646700 0.0001662 0.2624669 -0.8239750
-0.0576040 0.0002792 0.2877113 -0.8239750
-0.0505380 0.0004976 0.3320810 -0.8239750
-0.0434720 0.0008046 0.3862210 -0.8239750
-0.0364060 0.0010885 0.4314060 -0.8239750
-0.0293400 0.0014350 0.4801620 -0.8239750
-0.0222740 0.0017262 0.5180090 -0.8239750
-0.0152080 0.0019111 0.5413461 -0.8239750
-0.0081420 0.0021586 0.5691124 -0.8239750
-0.0010760 0.0021759 0.5715476 -0.8239750
0.0059900 0.0021725 0.5705748 -0.8239750
0.0130560 0.0018791 0.5380004 -0.8239750
0.0201220 0.0016507 0.5096295 -0.8239750
0.0271880 0.0012083 0.4521553 -0.8239750
0.0342540 0.0010056 0.4203173 -0.8239750
0.0413200 0.0007483 0.3778595 -0.8239750
0.0483860 0.0005039 0.3333333 -0.8239750
0.0554520 0.0002307 0.2778889 -0.8239750
0.0625180 0.0001542 0.2598076 -0.8239750
0.0695840 0.0001584 0.2619372 -0.8239750
0.0766500 0.0003758 0.3095696 -0.8239750
0.0837160 0.0006598 0.3632416 -0.8239750
0.0907820 0.0009155 0.4068852 -0.8239750
0.0978480 0.0013915 0.4743416 -0.8239750
0.1049140 0.0016510 0.5090841 -0.8239750
0.1119800 0.0019069 0.5405758 -0.8239750
