# Coil O-Beam err ps_pos
-0.1000000 0.0010857 0.4355711 -0.9887700
-0.0929340 0.0008518 0.3979112 -0.9887700
-0.0858680 0.0006610 0.3636237 -0.9887700
-0.0788020 0.0003318 0.3013857 -0.9887700
-0.0717360 0.0002586 0.2833333 -0.9887700
-0.0646700 0.0001974 0.2692582 -0.9887700
-0.0576040 0.0003079 0.2934469 -0.9887700
-0.0505380 0.0005240 0.3366502 -0.9887700
-0.0434720 0.0007878 0.3836955 -0.9887700
-0.0364060 0.0011844 0.4440971 -0.9887700
-0.0293400 0.0013847 0.4740488 -0.9887700
-0.0222740 0.0017454 0.5201496 -0.9887700
-0.0152080 0.0020166 0.5525195 -0.9887700
-0.0081420 0.0021562 0.5688683 -0.9887700
-0.0010760 0.0022143 0.5754226 -0.9887700
0.0059900 0.0020335 0.5562773 -0.9887700
0.0130560 0.0017856 0.5278363 -0.9887700
0.0201220 0.0016219 0.5063486 -0.9887700
0.0271880 0.0013401 0.4687454 -0.9887700
0.0342540 0.0008882 0.4038014 -0.9887700
0.0413200 0.0005013 0.3378856 -0.9887700
0.0483860 0.0003744 0.3100179 -0.9887700
0.0554520 0.0002139 0.2743680 -0.9887700
0.0625180 0.0001758 0.2645751 -0.9887700
0.0695840 0.0002639 0.2843120 -0.9887700
0.0766500 0.0004909 0.3304038 -0.9887700
0.0837160 0.0007270 0.3737944 -0.9887700
0.0907820 0.0010977 0.4320494 -0.9887700
0.0978480 0.0014298 0.4790036 -0.9887700
0.1049140 0.0017541 0.5206833 -0.9887700
0.1119800 0.0020795 0.5587685 -0.9887700
