# Coil_pos O-Beam err ps_pos
0.0000000 72.7827356 19.3649167 109.5747070
5.0000000 68.7982083 22.6715681 109.5747070
10.0000000 59.8021166 24.4335834 109.5747070
15.0000000 1.8317599 23.2808935 109.5747070
20.0000000 -26.8847188 20.6397674 109.5747070
25.0000000 -34.4361292 16.6433170 109.5747070
30.0000000 -61.3067202 10.6301458 109.5747070
35.0000000 -50.1949048 6.9282032 109.5747070
40.0000000 -18.5703665 9.7979590 109.5747070
45.0000000 23.3375989 15.4919334 109.5747070
50.0000000 67.7406247 20.7364414 109.5747070
55.0000000 57.8381780 23.4307490 109.5747070
60.0000000 62.9270985 24.7588368 109.5747070
65.0000000 -5.6348577 22.5610283 109.5747070
70.0000000 4.4998665 20.0997512 109.5747070
75.0000000 -52.2730770 14.1421356 109.5747070
80.0000000 -61.8271396 8.4852814 109.5747070
85.0000000 -29.1357450 8.0000000 109.5747070
90.0000000 -4.0234205 11.9582607 109.5747070
95.0000000 69.7905808 18.5202592 109.5747070
