# Coil_pos O-Beam err ps_pos
0.0000000 544.7827356 29.1032644 109.3500980
5.0000000 739.7982083 34.4238290 109.3500980
10.0000000 1047.8021166 39.8120585 109.3500980
15.0000000 1026.8317599 39.5853508 109.3500980
20.0000000 822.1152812 35.7071421 109.3500980
25.0000000 509.5638708 28.6530976 109.3500980
30.0000000 210.6932798 19.6214169 109.3500980
35.0000000 19.8050952 10.8627805 109.3500980
40.0000000 67.4296335 13.4907376 109.3500980
45.0000000 273.3375989 22.1359436 109.3500980
50.0000000 682.7406247 32.3264598 109.3500980
55.0000000 833.8381780 36.4005494 109.3500980
60.0000000 1115.9270985 40.8166633 109.3500980
65.0000000 1016.3651423 39.1279951 109.3500980
70.0000000 669.4998665 32.6955654 109.3500980
75.0000000 349.7269230 24.5356883 109.3500980
80.0000000 116.1728604 15.8113883 109.3500980
85.0000000 3.8642550 9.8488578 109.3500980
90.0000000 139.9765795 16.9410743 109.3500980
95.0000000 471.7905808 27.2946881 109.3500980
