# Coil_pos O-Beam err ps_pos
0.0000000 102.7827356 20.1246118 108.8251950
5.0000000 93.7982083 23.2163735 108.8251950
10.0000000 105.8021166 25.3574447 108.8251950
15.0000000 240.8317599 27.9463772 108.8251950
20.0000000 70.1152812 22.8691933 108.8251950
25.0000000 5.5638708 17.8044938 108.8251950
30.0000000 -41.3067202 11.5325626 108.8251950
35.0000000 -49.1949048 7.0000000 108.8251950
40.0000000 -10.5703665 10.1980390 108.8251950
45.0000000 19.3375989 15.3622915 108.8251950
50.0000000 138.7406247 22.3830293 108.8251950
55.0000000 193.8381780 26.1725047 108.8251950
60.0000000 136.9270985 26.2106848 108.8251950
65.0000000 114.3651423 25.0798724 108.8251950
70.0000000 70.4998665 21.6794834 108.8251950
75.0000000 21.7269230 16.5529454 108.8251950
80.0000000 -14.8271396 10.9087121 108.8251950
85.0000000 -38.1357450 7.4161985 108.8251950
90.0000000 12.9765795 12.6491106 108.8251950
95.0000000 102.7905808 19.3907194 108.8251950
