# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.5000000 15.0 167 1563 93116 2417 3769858364 1730 0.0000000 0.0000000
1.0000000 15.0 131 1473 92038 2515 3769858383 1604 0.0000000 0.0000000
1.5000000 15.0 122 1559 90636 2507 3769858402 1681 0.0000000 0.0000000
2.0000000 15.0 69 1607 90661 2553 3769858421 1676 0.0000000 0.0000000
2.5000000 15.0 38 1476 90715 2490 3769858441 1514 0.0000000 0.0000000
3.0000000 15.0 15 1521 91477 2504 3769858460 1536 0.0000000 0.0000000
3.5000000 15.0 10 1570 91142 2526 3769858479 1580 0.0000000 0.0000000
4.0000000 15.0 9 1516 91108 2433 3769858498 1525 0.0000000 0.0000000
4.5000000 15.0 35 1514 91613 2575 3769858517 1549 0.0000000 0.0000000
5.0000000 15.0 52 1543 91266 2513 3769858537 1595 0.0000000 0.0000000
5.5000000 15.0 95 1505 90375 2527 3769858556 1600 0.0000000 0.0000000
6.0000000 15.0 103 1580 90339 2563 3769858575 1683 0.0000000 0.0000000
6.5000000 15.0 115 1478 90426 2494 3769858594 1593 0.0000000 0.0000000
7.0000000 15.0 128 1534 90590 2476 3769858614 1662 0.0000000 0.0000000
7.5000000 15.0 116 1424 91134 2585 3769858633 1540 0.0000000 0.0000000
8.0000000 15.0 92 1542 90788 2488 3769858652 1634 0.0000000 0.0000000
8.5000000 15.0 83 1524 90939 2539 3769858671 1607 0.0000000 0.0000000
9.0000000 15.0 62 1494 91618 2474 3769858691 1556 0.0000000 0.0000000
9.5000000 15.0 42 1493 91051 2556 3769858710 1535 0.0000000 0.0000000
10.0000000 15.0 25 1460 91367 2510 3769858729 1485 0.0000000 0.0000000
