# Coil O-Beam err ps_pos
-0.1000000 0.0001938 0.2533114 -0.0109860
-0.0929340 0.0001398 0.2285218 -0.0109860
-0.0858680 0.0000883 0.1763834 -0.0109860
-0.0788020 0.0000454 0.1810463 -0.0109860
-0.0717360 0.0000162 0.1658312 -0.0109860
-0.0646700 0.0000043 0.1802776 -0.0109860
-0.0576040 0.0000110 0.1863390 -0.0109860
-0.0505380 0.0000355 0.2460804 -0.0109860
-0.0434720 0.0000750 0.2598076 -0.0109860
-0.0364060 0.0001247 0.3109126 -0.0109860
-0.0293400 0.0001786 0.3282953 -0.0109860
-0.0222740 0.0002304 0.3452053 -0.0109860
-0.0152080 0.0002739 0.3531603 -0.0109860
-0.0081420 0.0003038 0.3472111 -0.0109860
-0.0010760 0.0003167 0.3468109 -0.0109860
0.0059900 0.0003109 0.3387067 -0.0109860
0.0130560 0.0002873 0.3324990 -0.0109860
0.0201220 0.0002485 0.2929733 -0.0109860
0.0271880 0.0001992 0.2576604 -0.0109860
0.0342540 0.0001453 0.2472066 -0.0109860
0.0413200 0.0000932 0.1907587 -0.0109860
0.0483860 0.0000492 0.1810463 -0.0109860
0.0554520 0.0000184 0.1691482 -0.0109860
0.0625180 0.0000047 0.1825742 -0.0109860
0.0695840 0.0000095 0.2013841 -0.0109860
0.0766500 0.0000323 0.2409472 -0.0109860
0.0837160 0.0000704 0.2666667 -0.0109860
0.0907820 0.0001193 0.2793842 -0.0109860
0.0978480 0.0001731 0.3248931 -0.0109860
0.1049140 0.0002254 0.3456074 -0.0109860
0.1119800 0.0002700 0.3460090 -0.0109860
