# Coil O-Beam err ps_pos
-1.4000000 0.0484746 0.0017796 0.2856450
-1.2000000 0.0335181 0.0014784 0.2856450
-1.0000000 0.0208279 0.0011680 0.2856450
-0.8000000 0.0076503 0.0007013 0.2856450
-0.6000000 0.0041755 0.0005261 0.2856450
-0.4000000 0.0080105 0.0007252 0.2856450
-0.2000000 0.0209653 0.0011702 0.2856450
0.0000000 0.0353122 0.0015030 0.2856450
0.2000000 0.0519995 0.0018373 0.2856450
0.4000000 0.0551186 0.0018928 0.2856450
0.6000000 0.0547312 0.0018751 0.2856450
0.8000000 0.0486522 0.0017777 0.2856450
1.0000000 0.0348029 0.0015033 0.2856450
1.2000000 0.0208184 0.0011656 0.2856450
1.4000000 0.0093104 0.0007732 0.2856450
