# Coil O-Beam err ps_pos
-1.4000000 0.0785792 0.0029305 -0.3515620
-1.2000000 0.0622402 0.0026092 -0.3515620
-1.0000000 0.0361340 0.0019921 -0.3515620
-0.8000000 0.0163754 0.0013415 -0.3515620
-0.6000000 0.0068072 0.0008645 -0.3515620
-0.4000000 0.0062982 0.0008270 -0.3515620
-0.2000000 0.0195844 0.0014597 -0.3515620
0.0000000 0.0410651 0.0020956 -0.3515620
0.2000000 0.0664940 0.0026791 -0.3515620
0.4000000 0.0785606 0.0029137 -0.3515620
0.6000000 0.0794716 0.0029334 -0.3515620
0.8000000 0.0816193 0.0029803 -0.3515620
1.0000000 0.0634125 0.0026285 -0.3515620
1.2000000 0.0402677 0.0021020 -0.3515620
1.4000000 0.0177878 0.0013848 -0.3515620
