# Coil O-Beam err ps_pos
-1.4000000 0.1427602 0.0044015 -0.7360840
-1.2000000 0.1037017 0.0037227 -0.7360840
-1.0000000 0.0699446 0.0031125 -0.7360840
-0.8000000 0.0282471 0.0019539 -0.7360840
-0.6000000 0.0087900 0.0010988 -0.7360840
-0.4000000 0.0201047 0.0016639 -0.7360840
-0.2000000 0.0478600 0.0025582 -0.7360840
0.0000000 0.0789439 0.0032283 -0.7360840
0.2000000 0.1253636 0.0041672 -0.7360840
0.4000000 0.1576213 0.0046419 -0.7360840
0.6000000 0.1652757 0.0047553 -0.7360840
0.8000000 0.1398111 0.0043437 -0.7360840
1.0000000 0.1115011 0.0038796 -0.7360840
1.2000000 0.0692948 0.0030745 -0.7360840
1.4000000 0.0321252 0.0021001 -0.7360840
