# Coil O-Beam err ps_pos
-1.4000000 0.1599385 0.0047266 -0.8789060
-1.2000000 0.1185771 0.0040913 -0.8789060
-1.0000000 0.0688380 0.0031290 -0.8789060
-0.8000000 0.0279671 0.0019926 -0.8789060
-0.6000000 0.0089667 0.0011297 -0.8789060
-0.4000000 0.0172682 0.0015634 -0.8789060
-0.2000000 0.0465084 0.0025260 -0.8789060
0.0000000 0.1007287 0.0037937 -0.8789060
0.2000000 0.1470795 0.0045498 -0.8789060
0.4000000 0.1714246 0.0048978 -0.8789060
0.6000000 0.1927592 0.0052212 -0.8789060
0.8000000 0.1645320 0.0048122 -0.8789060
1.0000000 0.1288140 0.0043058 -0.8789060
1.2000000 0.0763143 0.0032840 -0.8789060
1.4000000 0.0320932 0.0021348 -0.8789060
