# Coil O-Beam err ps_pos
-1.4000000 0.0986896 0.0034133 0.6921390
-1.2000000 0.0736694 0.0029421 0.6921390
-1.0000000 0.0356761 0.0020598 0.6921390
-0.8000000 0.0168258 0.0014170 0.6921390
-0.6000000 0.0085480 0.0010074 0.6921390
-0.4000000 0.0138151 0.0012772 0.6921390
-0.2000000 0.0359670 0.0020428 0.6921390
0.0000000 0.0631554 0.0027128 0.6921390
0.2000000 0.1030367 0.0034893 0.6921390
0.4000000 0.1137972 0.0036633 0.6921390
0.6000000 0.1209611 0.0037837 0.6921390
0.8000000 0.0958662 0.0033601 0.6921390
1.0000000 0.0735469 0.0029537 0.6921390
1.2000000 0.0452174 0.0022897 0.6921390
1.4000000 0.0202226 0.0015556 0.6921390
