# Coil O-Beam err ps_pos
-0.1000000 0.0033532 0.3800585 0.8898930
-0.0858680 0.0019926 0.2929733 0.8898930
-0.0717360 0.0014573 0.2505549 0.8898930
-0.0646700 0.0020571 0.2976762 0.8898930
-0.0505380 0.0029469 0.3562926 0.8898930
-0.0364060 0.0047525 0.4524624 0.8898930
-0.0222740 0.0062292 0.5180090 0.8898930
-0.0081420 0.0072094 0.5572751 0.8898930
0.0059900 0.0066097 0.5335937 0.8898930
0.0201220 0.0048686 0.4579544 0.8898930
0.0342540 0.0031146 0.3662877 0.8898930
0.0483860 0.0018958 0.2857738 0.8898930
0.0625180 0.0017411 0.2738613 0.8898930
0.0766500 0.0027019 0.3411582 0.8898930
0.0907820 0.0046106 0.4456581 0.8898930
0.1049140 0.0064742 0.5280993 0.8898930
