# Coil O-Beam err ps_pos
-0.1000000 0.0033403 0.3793269 0.6042480
-0.0858680 0.0017088 0.2713137 0.6042480
-0.0717360 0.0014122 0.2466441 0.6042480
-0.0646700 0.0014187 0.2472066 0.6042480
-0.0505380 0.0024956 0.3278719 0.6042480
-0.0364060 0.0042624 0.4284987 0.6042480
-0.0222740 0.0054425 0.4841946 0.6042480
-0.0081420 0.0064033 0.5251984 0.6042480
0.0059900 0.0058874 0.5035982 0.6042480
0.0201220 0.0047590 0.4527693 0.6042480
0.0342540 0.0029856 0.3586239 0.6042480
0.0483860 0.0016121 0.2635231 0.6042480
0.0625180 0.0013735 0.2432420 0.6042480
0.0766500 0.0021989 0.3077698 0.6042480
0.0907820 0.0041335 0.4219663 0.6042480
0.1049140 0.0051781 0.4722876 0.6042480
