# Coil O-Beam err ps_pos
-0.1000000 0.0018249 0.2803767 -0.2746580
-0.0858680 0.0011543 0.2229848 -0.2746580
-0.0717360 0.0007480 0.1795055 -0.2746580
-0.0646700 0.0005675 0.1563472 -0.2746580
-0.0505380 0.0010124 0.2088327 -0.2746580
-0.0364060 0.0014896 0.2533114 -0.2746580
-0.0222740 0.0022570 0.3118048 -0.2746580
-0.0081420 0.0029727 0.3578485 -0.2746580
0.0059900 0.0026632 0.3387067 -0.2746580
0.0201220 0.0020828 0.2995367 -0.2746580
0.0342540 0.0014187 0.2472066 -0.2746580
0.0483860 0.0009286 0.2000000 -0.2746580
0.0625180 0.0006126 0.1624466 -0.2746580
0.0766500 0.0008834 0.1950783 -0.2746580
0.0907820 0.0014251 0.2477678 -0.2746580
0.1049140 0.0024891 0.3274480 -0.2746580
