# Coil O-Beam err ps_pos
-0.1000000 0.0017282 0.2728451 -0.0219730
-0.0858680 0.0010060 0.2081666 -0.0219730
-0.0717360 0.0006448 0.1666667 -0.0219730
-0.0646700 0.0006900 0.1724013 -0.0219730
-0.0505380 0.0008125 0.1870829 -0.0219730
-0.0364060 0.0015670 0.2598076 -0.0219730
-0.0222740 0.0021989 0.3077698 -0.0219730
-0.0081420 0.0026697 0.3391165 -0.0219730
0.0059900 0.0024311 0.3236081 -0.0219730
0.0201220 0.0021280 0.3027650 -0.0219730
0.0342540 0.0014380 0.2488864 -0.0219730
0.0483860 0.0007545 0.1802776 -0.0219730
0.0625180 0.0006319 0.1649916 -0.0219730
0.0766500 0.0008190 0.1878238 -0.0219730
0.0907820 0.0013800 0.2438123 -0.0219730
0.1049140 0.0020119 0.2943920 -0.0219730
