# Coil O-Beam err ps_pos
-0.1000000 3.1249341 0.2915476 -0.6152340
-0.0858680 0.4448671 0.1607275 -0.6152340
-0.0717360 0.2626707 0.1462494 -0.6152340
-0.0646700 1.1841585 0.1929306 -0.6152340
-0.0505380 4.5212687 0.3500000 -0.6152340
-0.0364060 8.4882827 0.4824705 -0.6152340
-0.0222740 11.2673591 0.5155903 -0.6152340
-0.0081420 11.5850163 0.5421152 -0.6152340
0.0059900 9.2956914 0.5005552 -0.6152340
0.0201220 5.4484426 0.4079079 -0.6152340
0.0342540 1.8062302 0.2415229 -0.6152340
0.0483860 0.0380584 0.1027402 -0.6152340
0.0625180 0.9541730 0.1771691 -0.6152340
0.0766500 4.1347743 0.3345810 -0.6152340
0.0907820 8.1223861 0.4437842 -0.6152340
0.1049140 11.0897286 0.5467073 -0.6152340
