# Current(A) O-Beam err ps_pos
-1.7500000 0 0.0796571 108.8251950
-1.5000000 0 0.1254884 108.8251950
-1.2500000 0 0.3131763 108.8251950
-1.0000000 0 0.4602173 108.8251950
-0.7500000 0 0.5484507 108.8251950
-0.5000000 0 0.5669827 108.8251950
-0.2500000 0 0.5135255 108.8251950
0.0000000 0 0.3946788 108.8251950
0.2500000 0 0.2251179 108.8251950
0.5000000 0 0.0257933 108.8251950
0.7500000 0 0.1786681 108.8251950
1.0000000 0 0.3629455 108.8251950
1.2500000 0 0.5041914 108.8251950
1.5000000 0 0.5848171 108.8251950
1.7500000 0 0.5946681 108.8251950
