# Current(A) O-Beam err ps_pos
-1.7500000 0 0.0480124 108.5253910
-1.5000000 0 0.0570312 108.5253910
-1.2500000 0 0.1510240 108.5253910
-1.0000000 0 0.2250218 108.5253910
-0.7500000 0 0.2694700 108.5253910
-0.5000000 0 0.2788085 108.5253910
-0.2500000 0 0.2518733 108.5253910
0.0000000 0 0.1920250 108.5253910
0.2500000 0 0.1067987 108.5253910
0.5000000 0 0.0114824 108.5253910
0.7500000 0 0.0972400 108.5253910
1.0000000 0 0.1893868 108.5253910
1.2500000 0 0.2597746 108.5253910
1.5000000 0 0.2994002 108.5253910
1.7500000 0 0.3031428 108.5253910
