# Coil O-Beam err ps_pos
-1.4000000 0.0850265 0.0030641 0.4174800
-1.2000000 0.0658531 0.0026907 0.4174800
-1.0000000 0.0397677 0.0020873 0.4174800
-0.8000000 0.0171130 0.0013790 0.4174800
-0.6000000 0.0056688 0.0007861 0.4174800
-0.4000000 0.0105357 0.0010809 0.4174800
-0.2000000 0.0283339 0.0017606 0.4174800
0.0000000 0.0508307 0.0023649 0.4174800
0.2000000 0.0857991 0.0030721 0.4174800
0.4000000 0.0978573 0.0032876 0.4174800
0.6000000 0.1027442 0.0033583 0.4174800
0.8000000 0.0941164 0.0031964 0.4174800
1.0000000 0.0714522 0.0028069 0.4174800
1.2000000 0.0392548 0.0020864 0.4174800
1.4000000 0.0196143 0.0014660 0.4174800
