# Coil O-Beam err ps_pos
-1.4000000 0.1394910 0.0043338 -0.8789060
-1.2000000 0.0982697 0.0036027 -0.8789060
-1.0000000 0.0590464 0.0027773 -0.8789060
-0.8000000 0.0230645 0.0017638 -0.8789060
-0.6000000 0.0088286 0.0010786 -0.8789060
-0.4000000 0.0158156 0.0014559 -0.8789060
-0.2000000 0.0394896 0.0023031 -0.8789060
0.0000000 0.0823106 0.0033137 -0.8789060
0.2000000 0.1256551 0.0040576 -0.8789060
0.4000000 0.1458445 0.0044216 -0.8789060
0.6000000 0.1558070 0.0046085 -0.8789060
0.8000000 0.1411624 0.0043378 -0.8789060
1.0000000 0.1050620 0.0037215 -0.8789060
1.2000000 0.0604597 0.0028098 -0.8789060
1.4000000 0.0288127 0.0019650 -0.8789060
