# Coil O-Beam err ps_pos
-1.4000000 0.0697230 0.0021810 0.2856450
-1.2000000 0.0478093 0.0017993 0.2856450
-1.0000000 0.0305944 0.0014343 0.2856450
-0.8000000 0.0138249 0.0009609 0.2856450
-0.6000000 0.0041999 0.0005377 0.2856450
-0.4000000 0.0080214 0.0007416 0.2856450
-0.2000000 0.0237948 0.0012792 0.2856450
0.0000000 0.0417430 0.0016832 0.2856450
0.2000000 0.0625854 0.0020679 0.2856450
0.4000000 0.0761918 0.0022828 0.2856450
0.6000000 0.0786144 0.0023314 0.2856450
0.8000000 0.0750173 0.0022753 0.2856450
1.0000000 0.0484266 0.0018161 0.2856450
1.2000000 0.0332267 0.0015041 0.2856450
1.4000000 0.0170283 0.0010813 0.2856450
