# Coil O-Beam err ps_pos
-0.1000000 0.0004873 0.1921291 -0.2307130
-0.0858680 -0.0000094 0.1006154 -0.2307130
-0.0717360 -0.0000463 0.0895806 -0.2307130
-0.0646700 -0.0000514 0.1111111 -0.2307130
-0.0505380 0.0007788 0.2260777 -0.2307130
-0.0364060 0.0010756 0.2806518 -0.2307130
-0.0222740 0.0017856 0.3344426 -0.2307130
-0.0081420 0.0018630 0.3402976 -0.2307130
0.0059900 0.0012066 0.2950204 -0.2307130
0.0201220 0.0007324 0.2351779 -0.2307130
0.0342540 0.0002750 0.1575272 -0.2307130
0.0483860 -0.0001255 0.0702728 -0.2307130
0.0625180 0.0001694 0.1305260 -0.2307130
0.0766500 0.0006574 0.2137265 -0.2307130
0.0907820 0.0011248 0.2793290 -0.2307130
0.1049140 0.0014897 0.3206860 -0.2307130
