# Coil O-Beam err ps_pos
-0.1000000 0.0013780 0.3023060 0.6811520
-0.0858680 0.0003569 0.1732051 0.6811520
-0.0717360 0.0001163 0.1364225 0.6811520
-0.0646700 0.0004042 0.1922094 0.6811520
-0.0505380 0.0014932 0.3248931 0.6811520
-0.0364060 0.0030652 0.4456581 0.6811520
-0.0222740 0.0047734 0.5372254 0.6811520
-0.0081420 0.0049859 0.5477226 0.6811520
0.0059900 0.0040158 0.4941322 0.6811520
0.0201220 0.0022183 0.3782269 0.6811520
0.0342540 0.0009756 0.2560382 0.6811520
0.0483860 -0.0000270 0.1067187 0.6811520
0.0625180 0.0003479 0.1810463 0.6811520
0.0766500 0.0017174 0.3337497 0.6811520
0.0907820 0.0033136 0.4533824 0.6811520
0.1049140 0.0043996 0.5214829 0.6811520
