# Coil O-Beam err ps_pos
-0.1000000 1.7172375 0.1162678 -0.1098630
-0.0858680 0.3542772 0.0593906 -0.1098630
-0.0717360 0.0361704 0.0399819 -0.1098630
-0.0646700 0.3367347 0.0589501 -0.1098630
-0.0505380 1.6840948 0.1098910 -0.1098630
-0.0364060 3.4676553 0.1480224 -0.1098630
-0.0222740 4.8710863 0.1761613 -0.1098630
-0.0081420 5.2520421 0.1858566 -0.1098630
0.0059900 4.4361605 0.1721707 -0.1098630
0.0201220 2.7968678 0.1350074 -0.1098630
0.0342540 1.0844629 0.0899835 -0.1098630
0.0483860 0.0827078 0.0507108 -0.1098630
0.0625180 0.2501027 0.0522299 -0.1098630
0.0766500 1.5100313 0.0974016 -0.1098630
0.0907820 3.2858285 0.1487250 -0.1098630
0.1049140 4.7647179 0.1770958 -0.1098630
