# Coil O-Beam err ps_pos
-0.1000000 2.6889043 0.2024160 -0.4614260
-0.0858680 0.5547384 0.1154701 -0.4614260
-0.0717360 0.0566368 0.0712000 -0.4614260
-0.0646700 0.5272697 0.1070436 -0.4614260
-0.0505380 2.6370085 0.1993043 -0.4614260
-0.0364060 5.4297634 0.2861381 -0.4614260
-0.0222740 7.6272997 0.3225334 -0.4614260
-0.0081420 8.2238123 0.3322900 -0.4614260
0.0059900 6.9462793 0.2956866 -0.4614260
0.0201220 4.3794234 0.2423840 -0.4614260
0.0342540 1.6980860 0.1547848 -0.4614260
0.0483860 0.1295065 0.0794949 -0.4614260
0.0625180 0.3916186 0.1086534 -0.4614260
0.0766500 2.3644544 0.1979057 -0.4614260
0.0907820 5.1450534 0.2736076 -0.4614260
0.1049140 7.4607447 0.3186342 -0.4614260
