# Coil O-Beam err ps_pos
-0.1000000 3.9619941 0.1964971 1.2524410
-0.0858680 0.8173851 0.0989529 1.2524410
-0.0717360 0.0834521 0.0735980 1.2524410
-0.0646700 0.7769110 0.1145644 1.2524410
-0.0505380 3.8855276 0.1867113 1.2524410
-0.0364060 8.0005415 0.2644439 1.2524410
-0.0222740 11.2385243 0.3108009 1.2524410
-0.0081420 12.1174620 0.3163375 1.2524410
0.0059900 10.2350677 0.2897556 1.2524410
0.0201220 6.4529071 0.2389212 1.2524410
0.0342540 2.5020626 0.1561249 1.2524410
0.0483860 0.1908228 0.0829156 1.2524410
0.0625180 0.5770345 0.0927961 1.2524410
0.0766500 3.4839299 0.1827643 1.2524410
0.0907820 7.5810326 0.2497221 1.2524410
0.1049140 10.9931121 0.3026503 1.2524410
