# Coil O-Beam err ps_pos
-1.4000000 6.6400579 0.4213075 -0.6481930
-1.2000000 4.4971837 0.3796929 -0.6481930
-1.0000000 2.2869229 0.3149074 -0.6481930
-0.8000000 0.6926013 0.2449490 -0.6481930
-0.6000000 0.2071201 0.2140872 -0.6481930
-0.4000000 0.9805712 0.2386304 -0.6481930
-0.2000000 2.7738339 0.2939199 -0.6481930
0.0000000 5.0325019 0.3613247 -0.6481930
0.2000000 7.0582841 0.4193249 -0.6481930
0.4000000 8.2248885 0.4384315 -0.6481930
0.6000000 8.1716468 0.4493823 -0.6481930
0.8000000 6.9150193 0.4349329 -0.6481930
1.0000000 4.8435058 0.3865805 -0.6481930
1.2000000 2.5975366 0.3068659 -0.6481930
1.4000000 0.8714770 0.2533114 -0.6481930
