# Coil O-Beam err ps_pos
-0.1000000 0.0032422 0.3767552 1.0546870
-0.0858680 0.0017194 0.2743680 1.0546870
-0.0717360 0.0016433 0.2682246 1.0546870
-0.0646700 0.0019669 0.2934469 1.0546870
-0.0505380 0.0033310 0.3818813 1.0546870
-0.0364060 0.0048665 0.4615794 1.0546870
-0.0222740 0.0065732 0.5364492 1.0546870
-0.0081420 0.0068334 0.5469613 1.0546870
0.0059900 0.0056279 0.4963758 1.0546870
0.0201220 0.0044287 0.4403282 1.0546870
0.0342540 0.0026585 0.3411582 1.0546870
0.0483860 0.0016497 0.2687419 1.0546870
0.0625180 0.0018210 0.2823512 1.0546870
0.0766500 0.0031216 0.3696846 1.0546870
0.0907820 0.0049997 0.4678556 1.0546870
0.1049140 0.0067509 0.5436502 1.0546870
