# Coil O-Beam err ps_pos
-0.1000000 0.0028298 0.3519785 0.8898930
-0.0858680 0.0016877 0.2718251 0.8898930
-0.0717360 0.0016433 0.2682246 0.8898930
-0.0646700 0.0020367 0.2986079 0.8898930
-0.0505380 0.0034516 0.3887301 0.8898930
-0.0364060 0.0055327 0.4921608 0.8898930
-0.0222740 0.0067128 0.5421152 0.8898930
-0.0081420 0.0069920 0.5532731 0.8898930
0.0059900 0.0057928 0.5035982 0.8898930
0.0201220 0.0042764 0.4326918 0.8898930
0.0342540 0.0026077 0.3378856 0.8898930
0.0483860 0.0016623 0.2697736 0.8898930
0.0625180 0.0017194 0.2743680 0.8898930
0.0766500 0.0033374 0.3822448 0.8898930
0.0907820 0.0053043 0.4818944 0.8898930
0.1049140 0.0072014 0.5614960 0.8898930
