# Coil O-Beam err ps_pos
-0.1000000 0.0030709 0.3666667 -0.9997560
-0.0858680 0.0016623 0.2697736 -0.9997560
-0.0717360 0.0014783 0.2544056 -0.9997560
-0.0646700 0.0020177 0.2972092 -0.9997560
-0.0505380 0.0035214 0.3926406 -0.9997560
-0.0364060 0.0053550 0.4841946 -0.9997560
-0.0222740 0.0070047 0.5537749 -0.9997560
-0.0081420 0.0070998 0.5575243 -0.9997560
0.0059900 0.0062814 0.5244044 -0.9997560
0.0201220 0.0042447 0.4310839 -0.9997560
0.0342540 0.0022651 0.3149074 -0.9997560
0.0483860 0.0015037 0.2565801 -0.9997560
0.0625180 0.0019225 0.2901149 -0.9997560
0.0766500 0.0030011 0.3624761 -0.9997560
0.0907820 0.0055898 0.4946941 -0.9997560
0.1049140 0.0067065 0.5418589 -0.9997560
