# Current(A) O-Beam err ps_pos
-1.7500000 140.5654459 11.8560299 109.5000000
-1.5000000 251.1794685 15.8486425 109.5000000
-1.2500000 702.7921425 26.5102271 109.5000000
-1.0000000 1282.7372760 35.8153218 109.5000000
-0.7500000 1717.9164162 41.4477553 109.5000000
-0.5000000 1803.4019892 42.4664808 109.5000000
-0.2500000 1498.9385024 38.7161272 109.5000000
0.0000000 947.8990136 30.7879687 109.5000000
0.2500000 409.7701918 20.2427812 109.5000000
0.5000000 137.9590207 11.7455958 109.5000000
0.7500000 260.4624512 16.1388491 109.5000000
1.0000000 719.5931341 26.8252332 109.5000000
1.2500000 1299.1446209 36.0436488 109.5000000
1.5000000 1726.2038335 41.5476092 109.5000000
1.7500000 1799.6669073 42.4224812 109.5000000
