# Current(A) O-Beam err ps_pos
-1.7500000 57.0685045 7.5543699 109.7250980
-1.5000000 122.2157859 11.0551249 109.7250980
-1.2500000 388.0942268 19.7001073 109.7250980
-1.0000000 729.5005766 27.0092683 109.7250980
-0.7500000 985.6651825 31.3953051 109.7250980
-0.5000000 1035.9590794 32.1863182 109.7250980
-0.2500000 856.6986650 29.2694152 109.7250980
0.0000000 532.2984050 23.0715930 109.7250980
0.2500000 215.5197142 14.6805897 109.7250980
0.5000000 55.5349789 7.4521795 109.7250980
0.7500000 127.6816676 11.2996313 109.7250980
1.0000000 397.9856079 19.9495766 109.7250980
1.2500000 739.1595646 27.1874891 109.7250980
1.5000000 990.5433210 31.4728982 109.7250980
1.7500000 1033.7592348 32.1521264 109.7250980
