# Current(A) O-Beam err ps_pos
-1.7500000 75.3169860 8.6785359 109.2744140
-1.5000000 150.4011462 12.2638145 109.2744140
-1.2500000 456.8723042 21.3745714 109.2744140
-1.0000000 850.4119479 29.1618235 109.2744140
-0.7500000 1145.7006626 33.8482003 109.2744140
-0.5000000 1203.6857951 34.6941752 109.2744140
-0.2500000 997.0619119 31.5762872 109.2744140
0.0000000 623.1290378 24.9625527 109.2744140
0.2500000 257.9736795 16.0615591 109.2744140
0.5000000 73.5489753 8.5760699 109.2744140
0.7500000 156.7012656 12.5180376 109.2744140
1.0000000 468.2737993 21.6396349 109.2744140
1.2500000 861.5458075 29.3521006 109.2744140
1.5000000 1151.3239082 33.9311643 109.2744140
1.7500000 1201.1504203 34.6576171 109.2744140
