# Coil O-Beam err ps_pos
-0.1000000 0.0022403 0.3091206 1.4721680
-0.0858680 0.0006773 0.1699673 1.4721680
-0.0717360 0.0005015 0.1462494 1.4721680
-0.0646700 0.0010355 0.2101587 1.4721680
-0.0505380 0.0025985 0.3329164 1.4721680
-0.0364060 0.0047606 0.4506169 1.4721680
-0.0222740 0.0066297 0.5317685 1.4721680
-0.0081420 0.0067143 0.5351531 1.4721680
0.0059900 0.0059784 0.5049752 1.4721680
0.0201220 0.0036209 0.3929942 1.4721680
0.0342540 0.0013416 0.2392117 1.4721680
0.0483860 0.0004494 0.1384437 1.4721680
0.0625180 0.0008531 0.1907587 1.4721680
0.0766500 0.0024617 0.3240370 1.4721680
0.0907820 0.0051774 0.4699291 1.4721680
0.1049140 0.0063106 0.5188127 1.4721680
