# Coil O-Beam err ps_pos
-0.1000000 0.0023184 0.3144660 0.5493160
-0.0858680 0.0006643 0.1683251 0.5493160
-0.0717360 0.0004168 0.1333333 0.5493160
-0.0646700 0.0008141 0.1863390 0.5493160
-0.0505380 0.0028525 0.3488075 0.5493160
-0.0364060 0.0051644 0.4693376 0.5493160
-0.0222740 0.0072028 0.5542763 0.5493160
-0.0081420 0.0069358 0.5439056 0.5493160
0.0059900 0.0061868 0.5137012 0.5493160
0.0201220 0.0036339 0.3937004 0.5493160
0.0342540 0.0012113 0.2273030 0.5493160
0.0483860 0.0002279 0.0986013 0.5493160
0.0625180 0.0008141 0.1863390 0.5493160
0.0766500 0.0030608 0.3613247 0.5493160
0.0907820 0.0049234 0.4582576 0.5493160
0.1049140 0.0064864 0.5259911 0.5493160
