# Coil O-Beam err ps_pos
-0.1000000 0.0029306 0.3535534 0.8239750
-0.0858680 0.0008206 0.1870829 0.8239750
-0.0717360 0.0005080 0.1471960 0.8239750
-0.0646700 0.0011006 0.2166667 0.8239750
-0.0505380 0.0032432 0.3719319 0.8239750
-0.0364060 0.0066492 0.5325515 0.8239750
-0.0222740 0.0084532 0.6004628 0.8239750
-0.0081420 0.0087918 0.6123724 0.8239750
0.0059900 0.0074046 0.5619905 0.8239750
0.0201220 0.0049950 0.4615794 0.8239750
0.0342540 0.0019081 0.2852874 0.8239750
0.0483860 0.0004819 0.1433721 0.8239750
0.0625180 0.0008271 0.1878238 0.8239750
0.0766500 0.0031650 0.3674235 0.8239750
0.0907820 0.0054118 0.4804512 0.8239750
0.1049140 0.0084466 0.6002314 0.8239750
