# Coil O-Beam err ps_pos
-0.1000000 0.0018564 0.3476109 1.3403320
-0.0858680 0.0004170 0.1986063 1.3403320
-0.0717360 0.0000668 0.1269296 1.3403320
-0.0646700 0.0002114 0.1563472 1.3403320
-0.0505380 0.0016162 0.3135815 1.3403320
-0.0364060 0.0033498 0.4415880 1.3403320
-0.0222740 0.0047757 0.5257270 1.3403320
-0.0081420 0.0051572 0.5494947 1.3403320
0.0059900 0.0045958 0.5204165 1.3403320
0.0201220 0.0032194 0.4384315 1.3403320
0.0342540 0.0012170 0.2910708 1.3403320
0.0483860 0.0000475 0.1374369 1.3403320
0.0625180 0.0001937 0.1509231 1.3403320
0.0766500 0.0013375 0.2910708 1.3403320
0.0907820 0.0031462 0.4288227 1.3403320
0.1049140 0.0046889 0.5204165 1.3403320
