# Coil O-Beam err ps_pos
-0.1000000 0.0018775 0.3488075 0.6811520
-0.0858680 0.0008546 0.2380476 0.6811520
-0.0717360 0.0001585 0.1404358 0.6811520
-0.0646700 0.0001196 0.1443376 0.6811520
-0.0505380 0.0011716 0.2843120 0.6811520
-0.0364060 0.0029475 0.4232808 0.6811520
-0.0222740 0.0045216 0.5161288 0.6811520
-0.0081420 0.0044727 0.5244044 0.6811520
0.0059900 0.0043699 0.5118051 0.6811520
0.0201220 0.0027960 0.4189935 0.6811520
0.0342540 0.0015134 0.3104656 0.6811520
0.0483860 0.0001675 0.1536591 0.6811520
0.0625180 0.0001585 0.1462494 0.6811520
0.0766500 0.0011822 0.2803767 0.6811520
0.0907820 0.0030474 0.4242641 0.6811520
0.1049140 0.0043924 0.5090841 0.6811520
