# Coil O-Beam err ps_pos
-0.1000000 1.3673716 0.1857791 -0.0878910
-0.0858680 0.5601860 0.1263813 -0.0878910
-0.0717360 0.0798202 0.0661438 -0.0878910
-0.0646700 0.0403857 0.0754615 -0.0878910
-0.0505380 0.3857540 0.1504623 -0.0878910
-0.0364060 1.1379271 0.2020726 -0.0878910
-0.0222740 1.9520000 0.2522124 -0.0878910
-0.0081420 2.4546839 0.2770128 -0.0878910
0.0059900 2.4154757 0.2580644 -0.0878910
0.0201220 1.8523542 0.2218921 -0.0878910
0.0342540 1.0235357 0.1545603 -0.0878910
0.0483860 0.3090706 0.0950146 -0.0878910
0.0625180 0.0365730 0.0740683 -0.0878910
0.0766500 0.3309953 0.1436141 -0.0878910
0.0907820 1.0573317 0.2073309 -0.0878910
0.1049140 1.8825245 0.2560382 -0.0878910
