# Coil O-Beam err ps_pos
-0.1000000 0.0035268 0.3833333 0.6921390
-0.0858680 0.0013801 0.2397916 0.6921390
-0.0717360 0.0004734 0.1404358 0.6921390
-0.0646700 0.0006067 0.1589899 0.6921390
-0.0505380 0.0027068 0.3358240 0.6921390
-0.0364060 0.0052402 0.4672615 0.6921390
-0.0222740 0.0077204 0.5671567 0.6921390
-0.0081420 0.0080337 0.5785518 0.6921390
0.0059900 0.0078004 0.5700877 0.6921390
0.0201220 0.0048002 0.4472136 0.6921390
0.0342540 0.0027735 0.3399346 0.6921390
0.0483860 0.0008400 0.1870829 0.6921390
0.0625180 0.0005200 0.1471960 0.6921390
0.0766500 0.0022001 0.3027650 0.6921390
0.0907820 0.0046469 0.4400126 0.6921390
0.1049140 0.0071870 0.5472152 0.6921390
