# Coil O-Beam err ps_pos
-0.1000000 0.0026468 0.3320810 -0.6262210
-0.0858680 0.0010000 0.2041241 -0.6262210
-0.0717360 0.0003067 0.1130388 -0.6262210
-0.0646700 0.0004734 0.1404358 -0.6262210
-0.0505380 0.0017267 0.2682246 -0.6262210
-0.0364060 0.0031935 0.3647678 -0.6262210
-0.0222740 0.0048136 0.4478343 -0.6262210
-0.0081420 0.0061869 0.5077182 -0.6262210
0.0059900 0.0053936 0.4740488 -0.6262210
0.0201220 0.0039202 0.4041452 -0.6262210
0.0342540 0.0020668 0.2934469 -0.6262210
0.0483860 0.0006000 0.1581139 -0.6262210
0.0625180 0.0003000 0.1118034 -0.6262210
0.0766500 0.0013867 0.2403701 -0.6262210
0.0907820 0.0030668 0.3574602 -0.6262210
0.1049140 0.0047669 0.4456581 -0.6262210
