# Coil O-Beam err ps_pos
-0.1000000 0.0028135 0.3423773 0.4174800
-0.0858680 0.0010734 0.2114763 0.4174800
-0.0717360 0.0003400 0.1190238 0.4174800
-0.0646700 0.0006067 0.1589899 0.4174800
-0.0505380 0.0019068 0.2818589 0.4174800
-0.0364060 0.0038468 0.4003471 0.4174800
-0.0222740 0.0058136 0.4921608 0.4174800
-0.0081420 0.0062203 0.5090841 0.4174800
0.0059900 0.0056469 0.4850544 0.4174800
0.0201220 0.0040535 0.4109609 0.4174800
0.0342540 0.0020068 0.2891559 0.4174800
0.0483860 0.0006067 0.1589899 0.4174800
0.0625180 0.0004400 0.1354006 0.4174800
0.0766500 0.0016334 0.2608746 0.4174800
0.0907820 0.0036402 0.3894440 0.4174800
0.1049140 0.0051736 0.4642796 0.4174800
