# Coil O-Beam err ps_pos
-1.7500000 77.4194776 5.6463957 109.8750000
-1.5000000 274.7718760 13.2815999 109.8750000
-1.2500000 519.9929611 17.8461122 109.8750000
-1.0000000 742.2005656 20.6087330 109.8750000
-0.7500000 764.1616165 19.8099671 109.8750000
-0.5000000 507.8069241 14.2831857 109.8750000
-0.2500000 176.4355469 6.1878648 109.8750000
0.0000000 54.4805648 2.4971126 109.8750000
0.2500000 -16.7430046 -1.1959289 109.8750000
0.5000000 54.0439856 4.2330516 109.8750000
0.7500000 306.7654008 14.2106328 109.8750000
1.0000000 490.1956908 17.0149408 109.8750000
1.2500000 703.7180369 19.7545832 109.8750000
1.5000000 651.9505393 17.5435634 109.8750000
1.7500000 490.3313791 13.9020708 109.8750000
