# Coil_pos O-Beam err ps_pos
0.0000000 39.4714524 20.9523268 108.1499020
5.0000000 118.1234320 25.5929678 108.1499020
10.0000000 145.3585366 27.4408455 108.1499020
15.0000000 71.7185924 25.5734237 108.1499020
20.0000000 181.6166784 25.5538647 108.1499020
25.0000000 115.7567892 20.9045450 108.1499020
30.0000000 70.4607699 16.2788206 108.1499020
35.0000000 73.8342165 14.7648231 108.1499020
40.0000000 27.8480071 14.7986486 108.1499020
45.0000000 51.1172125 19.1572441 108.1499020
50.0000000 80.7125019 23.3880311 108.1499020
55.0000000 126.4224910 26.5706605 108.1499020
60.0000000 82.5417288 26.2868789 108.1499020
65.0000000 120.1269061 25.7099203 108.1499020
70.0000000 144.9636157 23.4520788 108.1499020
75.0000000 140.3448642 19.9499373 108.1499020
80.0000000 91.7442236 15.8745079 108.1499020
85.0000000 61.5009267 14.6628783 108.1499020
90.0000000 37.7942902 16.6733320 108.1499020
95.0000000 2.8212502 19.6723156 108.1499020
