# Coil_pos O-Beam err ps_pos
0.0000000 312.4714524 26.6833281 108.8251950
5.0000000 478.1234320 31.8590646 108.8251950
10.0000000 649.3585366 35.4541958 108.8251950
15.0000000 608.7185924 34.5108679 108.8251950
20.0000000 386.6166784 29.2916370 108.8251950
25.0000000 251.7567892 23.9374184 108.8251950
30.0000000 113.4607699 17.5499288 108.8251950
35.0000000 58.8342165 14.2478068 108.8251950
40.0000000 98.8480071 17.0293864 108.8251950
45.0000000 155.1172125 21.7025344 108.8251950
50.0000000 301.7125019 27.7128129 108.8251950
55.0000000 492.4224910 32.7414111 108.8251950
60.0000000 557.5417288 34.1467422 108.8251950
65.0000000 478.1269061 31.9217794 108.8251950
70.0000000 336.9636157 27.2396769 108.8251950
75.0000000 263.3448642 22.8254244 108.8251950
80.0000000 106.7442236 16.3401346 108.8251950
85.0000000 77.5009267 15.1986842 108.8251950
90.0000000 170.7942902 20.2731349 108.8251950
95.0000000 320.8212502 26.5518361 108.8251950
