# Coil_pos O-Beam err ps_pos
0.0000000 301.4714524 26.4764046 109.0502930
5.0000000 327.1234320 29.3938769 109.0502930
10.0000000 371.3585366 31.2889757 109.0502930
15.0000000 367.7185924 30.8220700 109.0502930
20.0000000 299.6166784 27.7668868 109.0502930
25.0000000 209.7567892 23.0434372 109.0502930
30.0000000 101.4607699 17.2046505 109.0502930
35.0000000 49.8342165 13.9283883 109.0502930
40.0000000 101.8480071 17.1172428 109.0502930
45.0000000 199.1172125 22.6936114 109.0502930
50.0000000 297.7125019 27.6405499 109.0502930
55.0000000 358.4224910 30.6267857 109.0502930
60.0000000 453.5417288 32.5883415 109.0502930
65.0000000 294.1269061 28.8963666 109.0502930
70.0000000 254.9636157 25.6904652 109.0502930
75.0000000 114.3448642 19.2873015 109.0502930
80.0000000 60.7442236 14.8660687 109.0502930
85.0000000 64.5009267 14.7648231 109.0502930
90.0000000 148.7942902 19.7230829 109.0502930
95.0000000 301.8212502 26.1916017 109.0502930
